year,source,country,value
2017-01-01,domestic private excluding out-of-pocket,United States,27.23
2018-01-01,domestic private excluding out-of-pocket,United States,27.13
2019-01-01,domestic private excluding out-of-pocket,United States,26.95
2020-01-01,domestic private excluding out-of-pocket,United States,24.85
2021-01-01,domestic private excluding out-of-pocket,United States,25.32
2000-01-01,domestic private excluding out-of-pocket,Uruguay,347.143
2001-01-01,domestic private excluding out-of-pocket,Uruguay,330.17
2002-01-01,domestic private excluding out-of-pocket,Uruguay,294.065
2003-01-01,domestic private excluding out-of-pocket,Uruguay,254.003
2004-01-01,domestic private excluding out-of-pocket,Uruguay,204.463
2005-01-01,domestic private excluding out-of-pocket,Uruguay,254.179
2006-01-01,domestic private excluding out-of-pocket,Uruguay,260.667
2007-01-01,domestic private excluding out-of-pocket,Uruguay,264.129
2008-01-01,domestic private excluding out-of-pocket,Uruguay,243.359
2009-01-01,domestic private excluding out-of-pocket,Uruguay,220.365
2010-01-01,domestic private excluding out-of-pocket,Uruguay,231.161
2011-01-01,domestic private excluding out-of-pocket,Uruguay,238.103
2012-01-01,domestic private excluding out-of-pocket,Uruguay,226.473
2013-01-01,domestic private excluding out-of-pocket,Uruguay,217.781
2014-01-01,domestic private excluding out-of-pocket,Uruguay,207.373
2015-01-01,domestic private excluding out-of-pocket,Uruguay,211.992
2016-01-01,domestic private excluding out-of-pocket,Uruguay,214.984
2017-01-01,domestic private excluding out-of-pocket,Uruguay,223.074
2018-01-01,domestic private excluding out-of-pocket,Uruguay,235.265
2019-01-01,domestic private excluding out-of-pocket,Uruguay,301.73
2020-01-01,domestic private excluding out-of-pocket,Uruguay,179.762
2021-01-01,domestic private excluding out-of-pocket,Uruguay,170.11
2000-01-01,domestic private excluding out-of-pocket,Uruguay,1142.872
2001-01-01,domestic private excluding out-of-pocket,Uruguay,1089.87
2002-01-01,domestic private excluding out-of-pocket,Uruguay,972.31
2003-01-01,domestic private excluding out-of-pocket,Uruguay,840.801
2004-01-01,domestic private excluding out-of-pocket,Uruguay,677.55
2005-01-01,domestic private excluding out-of-pocket,Uruguay,843.279
2006-01-01,domestic private excluding out-of-pocket,Uruguay,866.008
2007-01-01,domestic private excluding out-of-pocket,Uruguay,879.195
2008-01-01,domestic private excluding out-of-pocket,Uruguay,811.875
2009-01-01,domestic private excluding out-of-pocket,Uruguay,736.935
2010-01-01,domestic private excluding out-of-pocket,Uruguay,775.002
2011-01-01,domestic private excluding out-of-pocket,Uruguay,800.417
2012-01-01,domestic private excluding out-of-pocket,Uruguay,763.471
2013-01-01,domestic private excluding out-of-pocket,Uruguay,736.356
2014-01-01,domestic private excluding out-of-pocket,Uruguay,703.339
2015-01-01,domestic private excluding out-of-pocket,Uruguay,721.372
2016-01-01,domestic private excluding out-of-pocket,Uruguay,733.903
2017-01-01,domestic private excluding out-of-pocket,Uruguay,763.404
2018-01-01,domestic private excluding out-of-pocket,Uruguay,806.264
2019-01-01,domestic private excluding out-of-pocket,Uruguay,1034.453
2020-01-01,domestic private excluding out-of-pocket,Uruguay,616.42
2021-01-01,domestic private excluding out-of-pocket,Uruguay,582.841
2000-01-01,domestic private excluding out-of-pocket,Uruguay,3.051
2001-01-01,domestic private excluding out-of-pocket,Uruguay,3.026
2002-01-01,domestic private excluding out-of-pocket,Uruguay,2.926
2003-01-01,domestic private excluding out-of-pocket,Uruguay,2.51
2004-01-01,domestic private excluding out-of-pocket,Uruguay,1.926
2005-01-01,domestic private excluding out-of-pocket,Uruguay,2.231
2006-01-01,domestic private excluding out-of-pocket,Uruguay,2.201
2007-01-01,domestic private excluding out-of-pocket,Uruguay,2.097
2008-01-01,domestic private excluding out-of-pocket,Uruguay,1.807
2009-01-01,domestic private excluding out-of-pocket,Uruguay,1.573
2010-01-01,domestic private excluding out-of-pocket,Uruguay,1.535
2011-01-01,domestic private excluding out-of-pocket,Uruguay,1.507
2012-01-01,domestic private excluding out-of-pocket,Uruguay,1.389
2013-01-01,domestic private excluding out-of-pocket,Uruguay,1.28
2014-01-01,domestic private excluding out-of-pocket,Uruguay,1.184
2015-01-01,domestic private excluding out-of-pocket,Uruguay,1.21
2016-01-01,domestic private excluding out-of-pocket,Uruguay,1.211
2017-01-01,domestic private excluding out-of-pocket,Uruguay,1.238
2018-01-01,domestic private excluding out-of-pocket,Uruguay,1.305
2019-01-01,domestic private excluding out-of-pocket,Uruguay,1.662
2020-01-01,domestic private excluding out-of-pocket,Uruguay,1.057
2021-01-01,domestic private excluding out-of-pocket,Uruguay,0.949
2000-01-01,domestic private excluding out-of-pocket,Uruguay,24.96
2001-01-01,domestic private excluding out-of-pocket,Uruguay,23.67
2002-01-01,domestic private excluding out-of-pocket,Uruguay,23.28
2003-01-01,domestic private excluding out-of-pocket,Uruguay,20.77
2004-01-01,domestic private excluding out-of-pocket,Uruguay,18.9
2005-01-01,domestic private excluding out-of-pocket,Uruguay,22.41
2006-01-01,domestic private excluding out-of-pocket,Uruguay,22.21
2007-01-01,domestic private excluding out-of-pocket,Uruguay,21.94
2008-01-01,domestic private excluding out-of-pocket,Uruguay,18.26
2009-01-01,domestic private excluding out-of-pocket,Uruguay,16.58
2010-01-01,domestic private excluding out-of-pocket,Uruguay,16.31
2011-01-01,domestic private excluding out-of-pocket,Uruguay,16.0
2012-01-01,domestic private excluding out-of-pocket,Uruguay,14.74
2013-01-01,domestic private excluding out-of-pocket,Uruguay,13.67
2014-01-01,domestic private excluding out-of-pocket,Uruguay,12.84
2015-01-01,domestic private excluding out-of-pocket,Uruguay,12.78
2016-01-01,domestic private excluding out-of-pocket,Uruguay,12.29
2017-01-01,domestic private excluding out-of-pocket,Uruguay,12.43
2018-01-01,domestic private excluding out-of-pocket,Uruguay,12.77
2019-01-01,domestic private excluding out-of-pocket,Uruguay,15.21
2020-01-01,domestic private excluding out-of-pocket,Uruguay,10.38
2021-01-01,domestic private excluding out-of-pocket,Uruguay,9.5
2000-01-01,domestic private excluding out-of-pocket,Afghanistan,
2001-01-01,domestic private excluding out-of-pocket,Afghanistan,
2002-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2003-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2004-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2005-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2006-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2007-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2008-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2009-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2010-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2011-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2012-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2013-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2014-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2015-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2016-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2017-01-01,domestic private excluding out-of-pocket,Afghanistan,0.001
2018-01-01,domestic private excluding out-of-pocket,Afghanistan,0.111
2019-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2020-01-01,domestic private excluding out-of-pocket,Afghanistan,1.065
2021-01-01,domestic private excluding out-of-pocket,Afghanistan,0.11
2000-01-01,domestic private excluding out-of-pocket,Afghanistan,
2001-01-01,domestic private excluding out-of-pocket,Afghanistan,
2002-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2003-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2004-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2005-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2006-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2007-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2008-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2009-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2010-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2011-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2012-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2013-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2014-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2015-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2016-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2017-01-01,domestic private excluding out-of-pocket,Afghanistan,0.034
2018-01-01,domestic private excluding out-of-pocket,Afghanistan,4.084
2019-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2020-01-01,domestic private excluding out-of-pocket,Afghanistan,41.508
2021-01-01,domestic private excluding out-of-pocket,Afghanistan,4.409
2000-01-01,domestic private excluding out-of-pocket,Afghanistan,
2001-01-01,domestic private excluding out-of-pocket,Afghanistan,
2002-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2003-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2004-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2005-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2006-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2007-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2008-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2009-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2010-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2011-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2012-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2013-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2014-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2015-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2016-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2017-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2018-01-01,domestic private excluding out-of-pocket,Afghanistan,0.022
2019-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2020-01-01,domestic private excluding out-of-pocket,Afghanistan,0.22
2021-01-01,domestic private excluding out-of-pocket,Afghanistan,0.03
2000-01-01,domestic private excluding out-of-pocket,Afghanistan,
2001-01-01,domestic private excluding out-of-pocket,Afghanistan,
2002-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2003-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2004-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2005-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2006-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2007-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2008-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2009-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2010-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2011-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2012-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2013-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2014-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2015-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2016-01-01,domestic private excluding out-of-pocket,Afghanistan,-0.0
2017-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2018-01-01,domestic private excluding out-of-pocket,Afghanistan,0.15
2019-01-01,domestic private excluding out-of-pocket,Afghanistan,0.0
2020-01-01,domestic private excluding out-of-pocket,Afghanistan,1.4
2021-01-01,domestic private excluding out-of-pocket,Afghanistan,0.14
2000-01-01,domestic private excluding out-of-pocket,Bahrain,11.391
2001-01-01,domestic private excluding out-of-pocket,Bahrain,13.356
2002-01-01,domestic private excluding out-of-pocket,Bahrain,16.562
2003-01-01,domestic private excluding out-of-pocket,Bahrain,17.067
2004-01-01,domestic private excluding out-of-pocket,Bahrain,17.769
2005-01-01,domestic private excluding out-of-pocket,Bahrain,21.854
2006-01-01,domestic private excluding out-of-pocket,Bahrain,30.342
2007-01-01,domestic private excluding out-of-pocket,Bahrain,45.888
2008-01-01,domestic private excluding out-of-pocket,Bahrain,55.494
2009-01-01,domestic private excluding out-of-pocket,Bahrain,76.348
2010-01-01,domestic private excluding out-of-pocket,Bahrain,81.116
2011-01-01,domestic private excluding out-of-pocket,Bahrain,81.196
2012-01-01,domestic private excluding out-of-pocket,Bahrain,83.185
2013-01-01,domestic private excluding out-of-pocket,Bahrain,89.929
2014-01-01,domestic private excluding out-of-pocket,Bahrain,103.889
2015-01-01,domestic private excluding out-of-pocket,Bahrain,118.35
2016-01-01,domestic private excluding out-of-pocket,Bahrain,135.494
2017-01-01,domestic private excluding out-of-pocket,Bahrain,132.615
2018-01-01,domestic private excluding out-of-pocket,Bahrain,121.792
2019-01-01,domestic private excluding out-of-pocket,Bahrain,125.034
2020-01-01,domestic private excluding out-of-pocket,Bahrain,131.961
2021-01-01,domestic private excluding out-of-pocket,Bahrain,126.336
2000-01-01,domestic private excluding out-of-pocket,Bahrain,8.104
2001-01-01,domestic private excluding out-of-pocket,Bahrain,9.754
2002-01-01,domestic private excluding out-of-pocket,Bahrain,12.394
2003-01-01,domestic private excluding out-of-pocket,Bahrain,13.282
2004-01-01,domestic private excluding out-of-pocket,Bahrain,14.809
2005-01-01,domestic private excluding out-of-pocket,Bahrain,19.71
